CO(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,AH,hola1
-200,4,2,720,-200,1063,-200,1461,828,3,
-200,8,0,900,-200,868,-200,1634,1057,1,
-200,9,0,939,-200,846,-200,1658,1011,5,
-200,8,1,902,-200,906,-200,1589,932,3,
-200,8,6,924,-200,895,-200,1603,881,1,
-200,7,1,860,-200,969,-200,1531,646,6,
-200,5,6,792,-200,1057,-200,1476,536,8,
-200,10,0,977,-200,863,-200,1642,746,1,
-200,10,5,996,-200,841,-200,1678,833,4,
-200,10,1,983,-200,845,-200,1626,802,0,
-200,10,0,977,-200,838,-200,1636,838,1,
-200,13,0,1085,-200,755,-200,1756,1051,8,
-200,10,5,997,-200,830,-200,1673,1041,5,
-200,5,2,772,-200,989,-200,1493,646,6,
-200,6,9,853,-200,909,-200,1556,769,8,
-200,6,4,829,-200,930,-200,1540,785,3,
-200,4,7,750,-200,1007,-200,1470,613,7,
-200,2,4,611,-200,1239,-200,1330,430,8,
-200,2,2,600,-200,1233,-200,1375,485,0,
-200,1,1,505,-200,1456,-200,1294,467,5,
-200,0,9,489,-200,1536,-200,1278,436,0,
-200,3,1,658,-200,1175,-200,1417,682,5,
-200,6,2,822,-200,945,-200,1541,927,9,
-200,13,2,1089,-200,767,-200,1795,1192,4,75
-200,25,8,1449,-200,570,-200,2299,1615,5,
-200,18,2,1247,-200,647,-200,1972,1505,3,434
3,424,14,3,1127,236,703,124,1836,15,552
3,13,7,1107,228,713,121,1853,1409,6,653
3,445,15,7,1171,206,684,114,1942,17,606
3,535,15,4,1162,188,682,114,1915,18,
2,278,12,6,1069,158,733,106,1793,19,53
2,256,9,8,971,124,803,89,1705,21,312
2,9,6,963,98,832,82,1662,931,2,199
3,458,16,3,1190,160,678,111,1877,20,64
4,710,19,8,1290,194,631,132,2011,19,
3,678,18,0,1239,174,651,121,1957,18,230
3,436,13,6,1102,157,742,116,1796,17,363
2,8,7,928,109,852,100,1622,1079,5,
1,160,7,7,885,85,884,89,1589,17,224
1,177,7,3,869,90,890,92,1554,17,59
1,4,1,718,61,1065,71,1428,714,6,41
0,66,2,7,635,36,1188,51,1382,15,9883
0,40,1,5,547,25,1357,39,1336,15,9711
0,54,1,9,579,-200,1267,-200,1370,14,9594
0,39,1,8,569,24,1303,35,1360,14,9538
0,62,3,4,677,73,1141,64,1435,14,9576
1,120,8,5,920,164,880,94,1641,14,9734
4,599,24,1,1407,329,594,134,2198,15,9407
6,1084,33,7,1636,302,494,129,2560,16,9370
4,776,22,0,1350,256,588,125,2096,18,8939
2,470,14,1,1119,182,707,107,1823,19,8229
1,169,7,6,884,105,881,78,1580,20,7813
2,304,14,5,1132,136,715,91,1818,20,7829
2,405,13,6,1103,167,755,116,1704,20,7883
2,297,11,5,1032,166,811,131,1630,19,8068
1,220,9,2,947,115,872,113,1519,18,
1,226,10,3,988,109,849,98,1590,18,8746
2,456,14,0,1116,143,760,116,1716,17,8947
3,15,0,1148,159,728,120,1776,1006,8,8768
3,503,15,1,1150,181,726,126,1784,16,8653
3,459,14,8,1142,178,724,126,1807,15,8325
1,227,8,5,918,91,896,90,1527,15,8121
1,152,5,9,808,76,996,81,1458,15,7920
1,94,4,8,752,66,1053,74,1393,15,7827
0,93,4,0,710,56,1127,67,1352,15,7718
0,49,2,3,603,35,1308,46,1271,15,8063
0,30,1,4,538,21,1475,30,1214,15,8617
0,30,0,7,464,-200,1749,-200,1154,16,9443
0,30,0,7,468,12,1826,19,1166,15,9431
0,32,0,8,478,22,1705,32,1200,15,8817
0,59,3,6,688,55,1257,61,1398,14,9519
2,277,12,9,1082,152,777,111,1769,14,9675
3,454,15,7,1171,153,716,102,1821,15,8294
2,211,8,6,925,152,865,116,1576,13,7922
1,196,7,4,876,112,911,96,1554,16,8679
1,110,6,6,839,119,991,97,1448,16,8433
1,164,7,8,892,122,937,110,1474,17,9953
1,151,9,1,943,115,883,103,1604,18,8819
1,112,6,1,817,84,1030,79,1426,14,7598
1,117,7,5,880,146,927,104,1552,10,8089
1,120,5,9,808,65,1038,69,1421,16,9514
2,251,12,7,1073,120,847,96,1623,18,9087
3,435,13,5,1101,185,799,121,1700,14,8702
3,345,14,5,1133,157,774,129,1748,11,8796
3,343,11,0,1013,174,876,116,1632,10,9088
1,62,3,2,666,62,1235,71,1282,9,8799
1,70,4,3,727,81,1153,85,1391,9,8825
1,114,7,1,861,118,957,101,1510,9,8672
1,88,4,8,752,95,1074,97,1398,9,8437
1,95,5,7,798,84,1016,89,1455,9,
1,83,4,1,716,56,1087,72,1383,8,7798
0,63,3,3,672,-200,1183,-200,1338,7,7609
-200,1,8,568,43,1366,57,1263,699,3,7627
0,68,2,8,642,69,1291,62,1288,8,7859
1,59,4,8,754,74,1169,64,1384,8,8090
2,226,13,8,1109,161,820,80,1723,8,7912
5,802,27,1,1482,308,596,118,2189,9,7566
4,585,19,1,1271,300,676,130,1885,13,6941
2,324,11,7,1041,189,813,113,1620,16,6323
2,308,12,7,1075,164,818,112,1678,19,5432
2,238,11,3,1026,122,865,96,1541,21,5931
2,301,14,2,1123,166,816,125,1609,20,6264
2,294,13,9,1114,181,845,128,1551,20,6203
2,353,13,2,1089,127,856,101,1552,20,6357
1,209,10,7,1004,106,888,95,1454,21,6737
3,538,19,7,1287,192,723,138,1798,21,7096
4,808,24,0,1404,241,646,154,1972,19,7194
6,974,29,1,1530,326,579,171,2167,18,7363
4,544,15,8,1172,232,746,136,1699,15,
1,138,7,0,857,92,968,93,1410,15,
1,92,6,3,824,95,993,99,1411,14,
2,-200,0,-200,129,-200,106,-200,-200,-200,
2,189,-200,0,-200,154,-200,109,-200,-200,
1,159,-200,0,-200,118,-200,97,-200,-200,
1,-200,0,-200,69,-200,83,-200,-200,-200,
1,-200,0,-200,-200,-200,-200,-200,-200,-200,
1,-200,0,-200,97,-200,79,-200,-200,-200,
0,79,-200,0,-200,145,-200,84,-200,-200,
1,150,-200,0,-200,169,-200,86,-200,-200,
2,196,-200,0,-200,250,-200,111,-200,-200,
2,299,-200,0,-200,215,-200,117,-200,-200,
2,254,-200,0,-200,237,-200,122,-200,-200,
2,226,-200,0,-200,190,-200,119,-200,-200,
2,262,-200,0,-200,219,-200,121,-200,-200,
4,505,-200,0,-200,294,-200,127,-200,-200,
4,512,-200,0,-200,253,-200,135,-200,-200,
2,159,-200,0,-200,176,-200,119,-200,-200,
3,337,-200,0,-200,243,-200,137,-200,-200,
3,357,-200,0,-200,214,-200,139,-200,-200,
2,194,-200,0,-200,141,-200,117,-200,-200,
2,278,-200,0,-200,166,-200,127,-200,-200,
3,303,-200,0,-200,197,-200,137,-200,-200,
3,-200,0,-200,191,-200,127,-200,-200,-200,9523
2,128,-200,0,-200,159,-200,107,-200,-200,9336
2,160,-200,0,-200,175,-200,102,-200,-200,9503
2,169,8,4,917,157,866,95,1560,12,9390
1,77,5,4,783,83,1014,79,1449,12,
1,98,6,9,854,118,929,78,1533,11,9092
1,102,6,4,832,101,951,75,1507,11,
1,3,6,687,-200,1142,-200,1390,825,1,9142
0,69,3,3,669,46,1163,52,1386,10,9279
1,4,0,708,81,1121,55,1435,842,2,
1,134,6,0,812,112,988,65,1500,10,
1,157,8,2,906,150,895,72,1591,11,8313
2,9,9,976,138,837,76,1663,1098,4,7862
2,8,8,931,124,869,84,1588,1011,0,7213
1,172,8,4,917,124,897,90,1542,16,6137
2,114,7,5,877,115,971,89,1481,18,5283
1,166,7,8,892,101,973,87,1457,20,5722
1,94,6,4,829,90,1054,88,1336,19,5605
1,108,5,1,766,90,1152,81,1238,19,6040
1,98,6,9,852,89,1055,89,1318,21,
1,132,6,8,850,92,1084,91,1296,22,6372
1,144,7,4,875,103,1027,104,1357,21,6929
2,8,7,927,122,949,111,1426,740,3,
2,210,11,2,1022,159,871,129,1534,16,7916
2,277,10,5,996,172,861,133,1551,14,7833
2,8,2,909,125,916,115,1487,984,2,7469
2,248,11,6,1037,187,812,125,1618,12,7418
2,235,9,7,967,174,844,117,1545,11,
1,84,5,1,770,75,1047,84,1326,11,
1,75,4,0,711,48,1144,63,1304,11,
1,3,7,694,61,1160,68,1310,772,3,7463
1,4,0,709,-200,1162,-200,1329,712,8,7346
-200,3,0,651,38,1224,52,1286,712,8,7283
0,38,2,9,643,38,1244,49,1306,7,7267
0,44,2,9,644,41,1259,49,1301,7,
0,60,3,0,651,51,1240,52,1298,8,6990
1,88,3,7,694,61,1196,58,1343,8,6830
1,3,9,706,47,1177,51,1320,642,0,6224
1,94,6,2,823,87,1040,77,1386,17,5955
1,126,7,3,870,107,1014,90,1412,20,4993
2,181,9,2,945,161,969,118,1425,22,4969
1,66,4,0,710,61,1209,70,1200,22,
0,54,2,3,606,26,1452,35,1076,22,6162
0,48,3,1,658,42,1409,46,1108,22,6258
1,3,2,665,55,1348,58,1150,394,0,
1,65,3,3,672,65,1299,61,1183,19,6575
1,68,4,0,709,75,1225,80,1233,17,6438
2,5,7,797,93,1079,93,1285,607,4,6428
1,65,3,4,674,63,1220,78,1205,15,6163
1,63,3,5,680,60,1223,76,1217,15,5957
1,61,2,9,648,63,1272,74,1186,14,5442
1,63,3,1,661,66,1256,81,1187,14,5605
0,31,1,6,556,41,1474,58,1094,13,5364
0,29,1,1,514,42,1615,59,1036,14,4868
0,34,2,0,581,36,1448,54,1111,14,5852
0,34,1,7,560,-200,1452,-200,1066,14,6871
0,9,0,7,462,16,1822,25,955,13,7706
0,14,0,5,448,16,1923,26,1003,13,8169
0,23,0,7,472,33,1756,49,1117,13,8576
0,36,0,9,494,39,1613,53,1185,13,
0,39,1,5,541,45,1453,57,1246,13,9173
0,38,2,2,598,63,1268,73,1293,13,8505
1,2,9,646,71,1210,78,1325,555,0,8537
1,75,3,9,707,104,1105,93,1384,12,8703
1,64,2,8,641,85,1201,71,1305,12,8236
0,39,1,4,536,53,1415,56,1229,11,8581
0,42,1,7,563,58,1415,60,1257,10,8151
1,78,3,6,689,89,1189,77,1325,11,7714
1,69,3,1,660,96,1222,82,1301,9,7595
1,67,3,5,682,88,1197,77,1313,10,7362
1,83,3,9,705,100,1149,91,1324,11,7149
1,79,5,2,776,127,1065,93,1369,10,7239
1,68,3,7,692,88,1176,82,1292,10,7352
0,56,2,7,635,66,1269,74,1233,10,7459
0,49,2,6,626,61,1271,68,1234,10,7624
0,56,2,4,610,54,1322,65,1230,10,7704
0,48,2,0,587,46,1368,58,1219,10,8068
0,27,1,3,532,25,1499,36,1176,10,7925
0,29,1,2,518,18,1581,29,1182,10,8443
0,32,1,3,530,-200,1482,-200,1215,10,8456
0,47,0,9,489,21,1565,28,1171,11,8398
0,66,3,1,656,76,1251,68,1356,10,8138
1,163,6,9,853,149,960,99,1531,10,7643
3,524,19,1,1272,328,667,130,2011,11,7387
4,657,22,1,1354,282,620,128,2057,12,7435
2,324,11,8,1042,206,797,120,1641,12,7294
1,144,7,3,871,133,956,93,1426,12,7006
1,135,8,0,900,137,934,96,1471,13,6867
1,140,7,2,866,116,972,84,1429,15,7241
1,141,7,7,885,112,994,87,1439,16,7712
1,181,9,7,966,128,935,87,1537,16,
2,227,9,8,971,145,877,103,1527,15,8074
1,149,7,7,887,110,920,88,1462,16,
3,15,3,1158,184,755,118,1791,1196,1,7931
4,669,21,5,1337,243,630,134,2004,15,8351
5,21,7,1343,259,631,144,1995,1579,7,8461
3,446,14,6,1138,205,726,129,1747,14,8510
2,205,9,3,952,144,845,108,1577,13,8303
2,194,9,4,954,152,843,104,1586,12,8395
1,115,6,8,847,108,925,90,1463,11,8331
1,74,4,9,760,64,1032,74,1379,11,8284
0,85,3,9,705,73,1086,73,1364,10,
0,66,2,7,635,47,1207,60,1307,11,8196
0,60,1,9,576,-200,1325,-200,1285,10,8225
-200,1,7,563,45,1349,57,1275,755,7,8307
0,47,3,3,670,79,1191,62,1346,10,
1,116,7,4,875,113,947,71,1535,10,8328
3,478,18,2,1246,263,669,94,1921,10,7738
5,27,7,1497,275,569,99,2278,1641,3,7450
4,655,18,3,1248,263,659,119,1906,15,7185
2,312,12,3,1061,183,780,103,1662,19,
2,195,8,9,935,147,882,95,1518,21,
2,238,10,4,993,132,859,95,1571,18,
-200,9,7,966,-200,877,-200,1519,919,0,
-200,12,8,1076,-200,788,-200,1653,1032,4,
-200,12,9,1082,-200,790,-200,1653,1077,3,
-200,8,9,934,-200,895,-200,1497,883,4,
-200,11,0,1014,-200,826,-200,1595,1036,7,
-200,12,6,1072,-200,799,-200,1609,1144,6,
-200,13,3,1095,-200,789,-200,1638,1212,9,
-200,18,1,1242,-200,675,-200,1858,1486,5,
-200,13,0,1085,-200,730,-200,1689,1440,8,
-200,7,8,892,-200,870,-200,1494,1242,4,
-200,5,8,805,-200,964,-200,1418,1089,4,
-200,4,7,746,-200,1034,-200,1364,993,3,
-200,3,1,660,-200,1163,-200,1297,862,6,
-200,2,1,591,-200,1243,-200,1259,815,7,
-200,1,7,559,-200,1331,-200,1241,714,2,
-200,1,3,527,-200,1416,-200,1216,682,5,
-200,2,6,625,-200,1255,-200,1298,744,3,
-200,7,9,897,-200,906,-200,1510,1050,1,8196
-200,21,4,1335,-200,625,-200,2001,1522,2,8364
-200,22,1,1355,-200,609,-200,2034,1623,6,8120
3,536,19,1,1270,309,633,114,1889,13,7758
3,481,17,3,1219,327,661,127,1804,15,7824
3,460,17,5,1225,299,661,135,1809,17,
3,597,17,0,1210,257,689,135,1792,18,
3,465,17,0,1210,195,709,120,1783,19,7807
4,19,5,1282,231,681,129,1890,1418,2,8017
3,14,8,1143,170,748,114,1734,1228,5,9183
3,383,14,0,1116,192,746,129,1676,19,9392
5,778,24,4,1413,251,594,149,2046,19,9446
5,926,28,1,1507,289,533,149,2271,18,9723
7,1189,33,7,1637,351,482,158,2446,17,9928
6,824,24,2,1409,319,553,148,2119,16,130
4,660,19,8,1290,264,587,134,1960,16,
2,203,9,3,952,144,802,111,1607,14,688
2,136,7,3,868,119,877,106,1532,13,632
2,7,1,863,120,882,108,1547,1084,7,
1,110,6,7,844,96,887,93,1566,13,
1,127,6,0,810,77,899,83,1532,12,415
1,2,7,635,-200,1159,-200,1387,778,9,
1,3,6,686,63,1030,69,1420,948,9,428
1,93,5,4,782,97,941,77,1505,11,9595
2,10,0,978,180,778,87,1686,1184,7,8886
4,523,23,2,1384,352,579,109,2176,12,9146
4,546,18,7,1258,279,636,116,1890,13,9324
2,251,9,9,973,186,827,105,1590,15,9425
2,222,10,2,983,169,823,106,1604,16,1092
2,212,11,0,1014,172,781,108,1666,17,2425
2,263,10,5,997,127,802,100,1644,19,
4,535,18,9,1267,230,653,149,2047,15,2391
4,609,18,9,1266,280,613,148,2066,14,2573
4,17,5,1223,242,650,126,1980,1302,4,2166
4,536,17,7,1230,250,649,140,1963,14,2303
5,743,23,0,1378,309,582,142,2159,14,
5,575,20,4,1309,270,627,141,2083,14,2224
6,783,26,8,1474,323,560,149,2298,13,2016
6,19,9,1295,307,627,140,2039,1380,8,1915
3,299,12,5,1067,224,737,117,1811,13,1819
2,159,9,6,963,166,803,103,1680,13,1838
3,171,10,0,977,171,794,99,1695,12,1849
2,162,8,1,904,169,846,100,1627,12,
2,111,7,1,863,120,869,88,1599,12,
1,134,6,4,829,103,887,83,1565,12,
-200,5,1,768,-200,958,-200,1527,884,4,
-200,3,0,652,-200,1158,-200,1437,661,6,
-200,4,2,724,-200,1055,-200,1508,774,8,
-200,5,1,769,-200,1002,-200,1524,868,6,
-200,8,1,902,-200,905,-200,1672,965,5,
-200,8,8,930,-200,849,-200,1691,985,8,
-200,7,2,864,-200,911,-200,1604,963,5,
-200,9,2,949,-200,838,-200,1706,1069,6,
-200,6,0,810,-200,969,-200,1526,864,8,
-200,5,0,763,-200,1054,-200,1472,641,8,
-200,7,5,879,-200,939,-200,1536,740,3,
-200,3,9,707,-200,1130,-200,1429,532,3,
-200,5,0,764,-200,1054,-200,1462,572,7,
-200,5,4,783,-200,1033,-200,1482,630,3,
-200,5,0,763,-200,1043,-200,1462,608,9,
-200,5,5,788,-200,1014,-200,1482,644,9,
-200,7,8,892,-200,909,-200,1594,833,1,
-200,8,2,908,-200,900,-200,1566,923,5,
-200,5,3,777,-200,1022,-200,1482,790,9,
-200,7,9,896,-200,919,-200,1623,961,0,
-200,10,7,1003,-200,798,-200,1700,1177,9,
-200,6,9,855,-200,897,-200,1568,943,3,
-200,6,3,827,-200,942,-200,1529,742,0,
-200,5,6,795,-200,982,-200,1501,705,6,
-200,5,4,783,-200,988,-200,1527,663,6,
-200,3,2,664,-200,1144,-200,1449,536,3,
-200,1,9,579,-200,1309,-200,1396,441,8,
-200,2,3,609,-200,1268,-200,1410,477,8,
-200,2,4,612,-200,1266,-200,1411,506,2,
-200,2,9,649,-200,1154,-200,1459,608,5,
-200,4,2,721,-200,1052,-200,1546,663,2,
-200,6,8,849,-200,901,-200,1664,912,5,
-200,7,3,869,-200,873,-200,1660,963,9,
-200,5,3,779,-200,980,-200,1565,803,5,
-200,3,4,674,-200,1136,-200,1433,564,7,
-200,3,4,677,-200,1140,-200,1436,501,1,
-200,6,8,847,-200,929,-200,1604,701,2,
-200,7,0,859,-200,921,-200,1603,783,4,
-200,7,7,885,-200,916,-200,1590,784,5,
-200,8,5,919,-200,876,-200,1623,861,5,
-200,13,5,1102,-200,744,-200,1824,1156,0,
-200,9,2,949,-200,847,-200,1653,1047,4,
-200,8,7,926,-200,854,-200,1669,1034,8,
-200,6,6,841,-200,920,-200,1595,962,5,
-200,9,1,945,-200,826,-200,1702,1100,0,
-200,7,8,890,-200,871,-200,1658,1047,5,
-200,4,2,722,-200,1029,-200,1500,874,1,
-200,3,4,677,-200,1103,-200,1494,747,8,
-200,1,7,562,-200,1275,-200,1407,589,1,
-200,2,1,589,-200,1238,-200,1443,635,0,
-200,2,2,597,-200,1242,-200,1428,671,3,
-200,6,9,852,-200,913,-200,1655,992,0,
-200,16,5,1195,-200,680,-200,1976,1308,4,
-200,18,7,1260,-200,652,-200,1969,1303,5,
-200,8,5,921,-200,876,-200,1594,893,8,
-200,6,8,846,-200,947,-200,1503,715,5,
-200,7,5,879,-200,950,-200,1574,685,5,
-200,10,9,1010,-200,811,-200,1709,947,0,
-200,13,4,1097,-200,743,-200,1847,1049,5,
-200,7,9,893,-200,892,-200,1565,741,1,
-200,8,8,933,-200,872,-200,1602,801,1,
-200,11,5,1032,-200,797,-200,1701,969,5,
-200,11,8,1042,-200,808,-200,1684,1038,0,
-200,8,3,911,-200,916,-200,1528,889,3,
-200,7,9,895,-200,921,-200,1508,879,7,
-200,6,7,846,-200,960,-200,1476,846,9,
-200,4,6,745,-200,1085,-200,1391,712,8,
-200,5,0,766,-200,1056,-200,1431,747,2,
-200,5,3,780,-200,1017,-200,1444,791,1,
-200,3,9,703,-200,1136,-200,1377,637,9,
-200,2,9,648,-200,1222,-200,1357,553,5,
-200,1,5,544,-200,1429,-200,1290,449,5,
-200,0,8,483,-200,1587,-200,1277,485,7,
-200,1,2,519,-200,1523,-200,1315,540,8,
-200,2,9,644,-200,1260,-200,1410,685,0,
-200,7,6,883,-200,942,-200,1625,925,3,
-200,20,7,1316,-200,638,-200,2069,1382,0,
-200,29,9,1549,-200,540,-200,2396,1645,3,
-200,20,1,1299,-200,637,-200,1999,1514,5,
-200,17,1,1214,-200,678,-200,1874,1509,0,
-200,19,4,1279,-200,648,-200,1991,1520,1,
-200,18,7,1260,-200,658,-200,1970,1471,0,
-200,15,8,1173,-200,720,-200,1870,1282,8,
-200,10,3,988,-200,859,-200,1643,1004,9,
-200,7,9,894,-200,956,-200,1530,714,8,
-200,13,7,1107,-200,844,-200,1742,940,9,
-200,19,7,1289,-200,712,-200,1938,1272,8,
-200,25,3,1437,-200,599,-200,2156,1526,6,
-200,23,9,1400,-200,612,-200,2102,1488,9,
-200,20,6,1313,-200,663,-200,1958,1475,9,
-200,12,3,1059,-200,792,-200,1704,1182,8,
-200,7,7,889,-200,932,-200,1550,933,0,
-200,9,0,940,-200,866,-200,1589,1001,2,
-200,4,5,740,-200,1071,-200,1412,756,2,
-200,5,8,802,-200,976,-200,1474,952,2,
-200,3,2,664,-200,1172,-200,1381,808,2,
-200,3,0,653,-200,1197,-200,1375,779,9,
-200,2,0,585,-200,1301,-200,1319,717,3,
-200,3,7,694,-200,1160,-200,1421,779,1,
-200,8,7,929,-200,887,-200,1599,1009,2,
-200,27,0,1480,-200,572,-200,2249,1595,8,
-200,40,3,1776,-200,478,-200,2684,1940,0,
-200,20,0,1296,-200,619,-200,1991,1628,0,
-200,17,1,1212,-200,668,-200,1854,1573,3,
-200,11,0,1016,-200,849,-200,1642,1187,4,
-200,10,6,1000,-200,900,-200,1561,900,9,
-200,10,5,998,-200,914,-200,1574,800,8,
-200,9,6,964,-200,953,-200,1513,770,3,
-200,9,3,953,-200,988,-200,1483,758,0,
-200,12,7,1075,-200,944,-200,1558,886,3,
-200,19,8,1291,-200,765,-200,1838,1219,8,
-200,32,5,1608,-200,601,-200,2271,1725,3,
-200,33,6,1633,-200,584,-200,2328,1745,8,
-200,26,0,1455,-200,635,-200,2073,1600,4,
-200,16,4,1193,-200,753,-200,1737,1310,8,
-200,10,6,1000,-200,847,-200,1573,1208,2,
-200,7,1,863,-200,933,-200,1492,1074,8,
-200,6,4,828,-200,973,-200,1469,993,1,
-200,4,6,741,-200,1058,-200,1420,923,2,
-200,3,0,654,-200,1141,-200,1377,819,0,
-200,2,2,597,-200,1242,-200,1341,727,3,
-200,1,7,565,-200,1295,-200,1316,694,3,
-200,2,2,596,-200,1276,-200,1335,727,4,
-200,5,7,800,-200,990,-200,1474,926,2,
-200,13,8,1109,-200,767,-200,1729,1194,9,
-200,21,6,1340,-200,623,-200,2003,1502,2,
-200,26,1,1458,-200,593,-200,2186,1743,2,
-200,20,1,1299,-200,694,-200,1945,1542,7,
-200,15,4,1162,-200,766,-200,1731,1354,1,
-200,13,6,1102,-200,814,-200,1682,1175,1,
-200,11,1,1020,-200,893,-200,1585,916,3,
-200,12,2,1055,-200,908,-200,1562,818,0,
-200,17,5,1225,-200,824,-200,1676,1028,8,
-200,19,1,1270,-200,806,-200,1739,1113,3,
-200,27,1,1482,-200,679,-200,2025,1431,4,
-200,28,3,1510,-200,661,-200,2038,1503,8,
-200,35,0,1664,-200,587,-200,2238,1775,8,
-200,22,4,1361,-200,701,-200,1932,1505,0,
-200,13,5,1100,-200,835,-200,1659,1211,2,
-200,8,2,907,-200,982,-200,1466,872,3,
-200,7,8,890,-200,976,-200,1467,855,9,
-200,10,0,979,-200,873,-200,1593,1170,2,
-200,6,6,839,-200,958,-200,1467,1024,3,
-200,3,4,675,-200,1155,-200,1337,841,7,8413
-200,2,8,642,-200,1202,-200,1325,760,6,9003
-200,2,3,608,-200,1213,-200,1314,803,1,
0,46,2,9,646,59,1186,59,1321,14,9289
0,56,4,9,757,72,1041,67,1418,14,
4,22,6,1368,244,627,95,2119,1541,0,8968
5,880,31,1,1576,351,523,123,2417,15,8942
5,22,1,1354,358,621,142,2030,1895,1,8478
3,394,18,3,1247,245,706,142,1887,23,
3,639,22,0,1350,240,677,169,1947,26,8181
3,541,20,1,1299,179,728,142,1838,29,8100
3,18,9,1265,160,757,136,1835,1246,2,8136
3,483,20,6,1312,174,729,147,1865,29,9403
4,682,25,3,1438,260,680,196,1953,30,9540
4,698,25,8,1449,281,679,186,1985,29,244
5,832,30,6,1566,284,599,177,2228,27,333
4,872,27,1,1483,250,615,164,2087,24,9864
5,899,32,5,1608,281,557,161,2335,23,9875
4,692,20,8,1319,230,660,146,1975,21,
1,145,10,9,1010,98,816,98,1619,20,284
2,208,13,0,1083,121,770,108,1687,19,451
2,11,8,1043,110,777,107,1659,1375,8,178
2,240,13,4,1098,161,736,113,1729,18,9483
2,251,13,4,1097,148,707,100,1763,16,
1,173,9,0,938,109,827,87,1597,16,9644
1,113,5,8,802,-200,916,-200,1481,15,9499
-200,3,8,700,45,1045,60,1430,939,9,9385
0,65,3,7,697,71,1045,65,1403,14,9788
0,119,5,7,800,75,931,64,1483,14,
1,151,10,0,979,106,794,73,1639,14,9837
2,305,15,0,1147,166,681,86,1838,16,209
3,15,6,1169,188,685,105,1874,1459,0,1493
2,321,12,3,1059,161,787,107,1727,23,1217
2,358,14,4,1130,139,765,114,1808,26,
2,350,14,6,1136,134,738,105,1840,27,1629
1,238,8,7,929,84,879,74,1623,26,1176
2,11,0,1016,98,798,95,1766,1194,3,1417
1,192,9,0,938,91,884,89,1610,25,1838
1,205,10,7,1003,99,845,95,1691,27,1276
1,165,9,9,973,90,860,93,1634,27,2631
2,283,15,7,1171,147,725,123,1899,24,
3,467,19,4,1280,177,661,134,1970,23,1774
3,485,16,8,1203,162,651,126,1863,21,436
2,6,8,850,88,906,79,1584,873,6,9455
1,64,3,0,650,53,1157,54,1404,12,9209
1,71,3,2,667,68,1157,69,1365,11,
1,84,3,1,661,61,1181,67,1321,12,8529
1,70,3,9,707,71,1131,73,1359,12,
1,3,6,689,63,1161,73,1317,503,7,7346
1,92,4,5,737,-200,1083,-200,1363,12,7285
-200,1,2,521,23,1535,33,1121,350,5,7487
0,20,0,7,471,14,1783,20,1098,12,7476
0,31,1,1,505,34,1718,37,1148,12,7487
0,41,1,4,535,42,1496,50,1184,13,
0,40,1,6,553,40,1476,45,1180,14,6789
0,35,2,3,603,48,1370,48,1206,15,
1,2,5,621,61,1346,56,1216,403,6,6234
0,71,2,7,635,58,1320,58,1193,17,5675
1,2,7,636,57,1290,52,1185,388,4,5738
0,46,2,2,596,54,1389,52,1145,17,5630
0,50,2,0,584,41,1488,44,1104,18,5625
0,51,3,4,675,57,1343,59,1181,19,5843
1,64,4,5,739,83,1274,74,1219,20,6129
1,138,4,7,748,81,1228,76,1219,19,6353
1,137,6,0,811,98,1122,83,1344,18,6447
2,303,11,7,1039,124,883,100,1550,17,6595
2,204,8,2,907,133,976,101,1419,16,6896
1,95,5,1,769,100,1103,90,1310,15,7206
2,347,13,0,1083,116,875,93,1654,14,7333
2,252,7,0,858,102,1013,79,1379,14,7247
1,66,3,9,703,55,1192,57,1283,14,7038
0,45,2,2,601,33,1361,43,1220,14,
0,36,1,3,527,17,1513,25,1152,14,6923
0,26,0,8,477,-200,1722,-200,1115,14,6959
-200,0,6,454,10,1826,17,1091,319,1,7113
0,21,1,2,521,35,1575,44,1158,13,7093
0,60,3,4,676,70,1271,72,1307,14,7052
1,155,7,5,880,116,982,91,1464,14,6760
2,235,8,9,934,134,917,89,1490,15,6821
1,89,5,3,780,113,1080,84,1343,16,6968
1,76,5,4,782,110,1102,83,1328,18,7176
1,101,5,2,772,98,1098,78,1311,18,7396
1,109,6,6,837,96,1038,80,1413,19,7602
1,143,6,9,851,95,1018,75,1436,20,7545
1,104,5,4,785,86,1065,77,1365,19,7535
1,107,6,0,810,86,1060,77,1395,20,7501
1,133,6,4,832,91,1034,81,1410,20,
2,171,10,7,1003,119,864,101,1625,18,7584
3,405,13,9,1114,147,787,119,1685,18,7596
3,12,5,1068,135,811,111,1616,977,8,7542
2,236,9,3,950,124,907,109,1496,17,7487
1,99,6,7,842,89,1000,101,1441,17,7482
1,93,5,3,778,79,1057,89,1359,16,7539
1,82,4,0,709,63,1158,75,1318,16,7651
0,51,2,2,601,39,1351,51,1225,15,7864
0,41,1,7,560,25,1424,39,1197,15,
0,31,1,6,557,19,1385,32,1212,15,8282
0,41,1,5,545,-200,1423,-200,1224,15,8677
-200,2,5,617,34,1236,49,1302,558,7,8704
0,38,3,3,670,58,1143,68,1339,15,8294
1,111,8,9,935,112,843,76,1593,14,8100
4,584,23,4,1389,314,589,122,2101,15,7960
4,633,23,8,1398,240,630,129,2050,18,7793
